MongoDB shell version: 3.2.19
connecting to: 35.165.232.18:38018/myPat-v2Cms-Staging
quesId,QuesStatus,testId,testName,testStatus
Q-32194,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32199,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32219,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32238,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32218,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32198,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32200,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32239,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32216,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32213,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32240,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32234,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32236,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32215,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32214,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32220,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32217,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32233,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32235,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32237,PUBLISHED,T-424,Full Test -6 Paper-2,PUBLISHED
Q-32982,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33296,PUBLISHED,T-520,JEEM-PQ4-PHY-Ampere's circuital law and applicatio,PUBLISHED
Q-32973,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32983,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32974,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32981,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32984,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32985,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32977,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32996,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33416,PUBLISHED,T-507,OLTS-JEEM-MATH-1_Inequalities,PUBLISHED
Q-33496,PUBLISHED,T-711,OLTS-JEEM-MATH-1_Types and number of functions,PUBLISHED
Q-33506,PUBLISHED,T-712,T-712-DRAFT,OLTS-JEEM-MATH-2_Number of elements in sets,OLTS-JEEM-MATH-2_Number of elements in sets,PUBLISHED,DRAFT
Q-33456,PUBLISHED,T-718,OLTS-JEEM-MATH-3_Method of partial fraction,PUBLISHED
Q-32998,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32976,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32979,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33486,PUBLISHED,T-721,OLTS-JEEM-MATH-3_Limits Trigonometric function,PUBLISHED
Q-33000,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32978,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32999,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33006,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32980,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33005,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33025,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32975,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33023,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33020,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33003,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33008,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33030,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33024,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-32997,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33031,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33004,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33026,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33022,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33019,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33021,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33007,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33002,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33027,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33001,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33028,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33029,PUBLISHED,T-414,Full Test -3 Paper 2,PUBLISHED
Q-33805,PUBLISHED,T-344,Part Test -4 (PT4),PUBLISHED
Q-33807,PUBLISHED,T-344,Part Test -4 (PT4),PUBLISHED
Q-33808,PUBLISHED,T-344,Part Test -4 (PT4),PUBLISHED
Q-33806,PUBLISHED,T-344,Part Test -4 (PT4),PUBLISHED
Q-33804,PUBLISHED,T-344,Part Test -4 (PT4),PUBLISHED
Q-34610,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34608,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34609,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34607,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34789,PUBLISHED,T-2414,JEEA-CP-Physics-SHM/Superposition/Oscillation,PUBLISHED
Q-34629,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34643,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34627,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34611,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34628,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34625,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34626,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34647,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34646,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34644,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34645,PUBLISHED,T-440,Full Test -10 Paper-1,PUBLISHED
Q-34999,PUBLISHED,T-1388,JEE-A-1617- CHEM-ElectronAffinity,PUBLISHED
Q-34998,PUBLISHED,T-1388,JEE-A-1617- CHEM-ElectronAffinity,PUBLISHED
Q-35150,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35151,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35160,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35171,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35159,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35153,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35176,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35194,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35179,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35158,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35174,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35195,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35154,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35199,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35181,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35156,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35178,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35152,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35177,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35148,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35182,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35173,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35157,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35205,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35202,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35197,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35198,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35180,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35155,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35206,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35200,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35149,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35172,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35204,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35183,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35203,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35201,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35207,PUBLISHED,T-1084,JEEA-PQ2-PHY-rolling on inclined plane and topplin,PUBLISHED
Q-35175,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35196,PUBLISHED,T-443,Full Test -10 Paper-2,PUBLISHED
Q-35583,PUBLISHED,T-3281,OLTS-1617-T2-PT-2-NTSE-SI-MAT+ENG+SAT,PUBLISHED
Q-35582,PUBLISHED,T-3281,OLTS-1617-T2-PT-2-NTSE-SI-MAT+ENG+SAT,PUBLISHED
Q-37569,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37571,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37572,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37570,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37600,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37601,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37599,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37598,PUBLISHED,T-3300,NTSE-OLTS-1718-SP-NTSE-S2-MAT,PUBLISHED
Q-37918,PUBLISHED,T-3304,T-3304-DRAFT,NTSE- OLTS-1718-T10-FT-10,NTSE- OLTS-1718-T10-FT-10,PUBLISHED,DRAFT
Q-38080,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38082,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38081,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38087,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38084,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38083,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38085,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38086,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38089,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38088,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38100,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38102,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38101,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38103,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38107,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38104,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38106,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38105,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38109,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38108,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38123,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38125,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38124,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38122,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38128,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38126,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38127,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38163,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38167,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38164,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38182,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38149,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38144,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38142,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38186,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38189,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38129,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38146,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38169,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38147,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38121,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38120,PUBLISHED,T-3305,T-3305-DRAFT,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 1,PUBLISHED,DRAFT
Q-38165,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38183,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38143,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38162,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38185,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38145,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38148,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38166,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38187,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38168,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38188,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38184,PUBLISHED,T-3306,FIITJEE MEERUT PRACTICE JEE(Adv) - 2018 Paper 2,PUBLISHED
Q-38205,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38207,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38224,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38202,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38228,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38209,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38208,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38223,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38243,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38222,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38227,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38226,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38246,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38245,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38204,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38229,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38206,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38203,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38248,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38242,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38244,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38249,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38225,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38247,PUBLISHED,T-3307,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-2,PUBLISHED
Q-38264,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38263,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38268,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38269,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38262,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38267,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38265,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38260,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38266,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38261,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38280,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38281,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38285,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38287,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38283,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38306,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38303,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38282,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38300,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38288,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38309,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
Q-38289,PUBLISHED,T-3309,FIITJEE MEERUT PRACTICE JEE(A) - 2018 FT-2-PAPER-1,PUBLISHED
